School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
I.S. 96 - BROOKLYN,K,21,FY16 RESO A SCIENCE LAB UPGRADE,424000,CIP,K096,99 AVENUE P,Brooklyn,11204,BROOKLYN ,40.60754,-73.984661,11,44,430,3174076,3065950033,Bensonhurst East                                                           ,"(40.60754, -73.984661)",11/13/2017
P.S. 102 - BROOKLYN,K,20,WATER INFILTRATION/ROOFS/EXT MASONRY,11467000,CIP,K102,211 72 STREET,Brooklyn,11209,BROOKLYN ,40.63402,-74.029036,10,43,68,3146491,3058900001,Bay Ridge                                                                  ,"(40.63402, -74.029036)",11/13/2017
P.S. 104 - BROOKLYN,K,20,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,10521000,CIP,K104,9115 5TH AVENUE,Brooklyn,11209,BROOKLYN ,40.618415,-74.028842,10,43,160,3154775,3060880001,Bay Ridge                                                                  ,"(40.618415, -74.028842)",11/13/2017
P.S. 105 - BROOKLYN,K,20,EXT MASONRY/FLOOD ELIMINATION/ROOFS,6510000,CIP,K105,1031 59 STREET,Brooklyn,11219,BROOKLYN ,40.632936,-74.00374,12,38,214,3140612,3057020001,Borough Park                                                               ,"(40.632936, -74.00374)",11/13/2017
I.S. 349 - BROOKLYN,K,32,SCIENCE LAB UPGRADES/SCIENCE LAB UPGRADES,2039000,CIP,K111,35 STARR STREET,Brooklyn,11221,BROOKLYN ,40.70069,-73.927481,4,34,423,3072497,3031850001,Bushwick South                                                             ,"(40.70069, -73.927481)",11/13/2017
P.S. 112 - BROOKLYN,K,20,TCU REMOVAL - PLAYGROUND REDEVELOPMENT,1578914,CIP,K112,7115 15 AVENUE,Brooklyn,11228,BROOKLYN ,40.61978,-74.000792,11,43,190,3157760,3061800001,Bensonhurst West                                                           ,"(40.61978, -74.000792)",11/13/2017
P.S. 114 - BROOKLYN,K,18,EXTERIOR MASONRY,2188000,CIP,K114,1077 REMSEN AVENUE,Brooklyn,11236,BROOKLYN ,40.642792,-73.908806,18,46,964,3229159,3081600022,Canarsie                                                                   ,"(40.642792, -73.908806)",11/13/2017
P.S. 116 - BROOKLYN,K,32,FY17 RESO A VISUAL ART LAB,287577,CIP,K116,515 KNICKERBOCKER AVENUE,Brooklyn,11237,BROOKLYN ,40.697779,-73.916521,4,37,433,3075909,3033170001,Bushwick North                                                             ,"(40.697779, -73.916521)",11/13/2017
P.S. 119 - BROOKLYN,K,22,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5447000,CIP,K119,3829 AVENUE K,Brooklyn,11210,BROOKLYN ,40.625662,-73.938265,18,45,734,3215816,3077860001,Flatlands                                                                  ,"(40.625662, -73.938265)",11/13/2017
P.S. 124 - BROOKLYN,K,15,FLOOD/ROOFS/PARAPETS/EXT MASONRY,3571475,CIP,K124,515 4TH AVENUE,Brooklyn,11215,BROOKLYN ,40.667545,-73.991046,6,39,141,3023391,3010340001,Park Slope-Gowanus                                                         ,"(40.667545, -73.991046)",11/13/2017
P.S. 130 - BROOKLYN,K,15,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,12025000,CIP,K130,70 OCEAN PARKWAY,Brooklyn,11218,BROOKLYN ,40.648884,-73.975607,7,39,500,3124019,3053190001,Windsor Terrace                                                            ,"(40.648884, -73.975607)",11/13/2017
P.S. 131 - BROOKLYN,K,15,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,12900000,CIP,K131,4305 FT HAMILTON PKWY,Brooklyn,11219,BROOKLYN ,40.641157,-73.993482,12,39,224,3136085,3056030001,Borough Park                                                               ,"(40.641157, -73.993482)",11/13/2017
I.S. 136 - BROOKLYN,K,15,FY17 RESO A AUDITORIUM UPGRADE,148800,CIP,K136,4004 4TH AVENUE,Brooklyn,11232,BROOKLYN ,40.651977,-74.006862,7,38,82,3010580,3007130020,Sunset Park West                                                           ,"(40.651977, -74.006862)",11/13/2017
I.S. 821 - BROOKLYN,K,15,FY17 RESO A SCIENCE LAB/FY17 RESO A SCIENCE LAB,817200,CIP,K136,4004 4TH AVENUE,Brooklyn,11232,BROOKLYN ,40.651977,-74.006862,7,38,82,3010580,3007130020,Sunset Park West                                                           ,"(40.651977, -74.006862)",11/13/2017
P.S. 137 - BROOKLYN,K,23,EXTERIOR MASONRY/ROOFS,4274979,CIP,K137,121 SARATOGA AVENUE,Brooklyn,11233,BROOKLYN ,40.682458,-73.917088,16,41,373,3040878,3015100001,Ocean Hill                                                                 ,"(40.682458, -73.917088)",11/13/2017
P.S. 150 - BROOKLYN,K,23,EXTERIOR MASONRY DEFECTS/FLOOD ELIMINATION/PARAPET,4415000,CIP,K150,364 SACKMAN STREET,Brooklyn,11212,BROOKLYN ,40.66896,-73.904726,16,41,908,3084012,3037440009,Brownsville                                                                ,"(40.66896, -73.904726)",11/13/2017
P.S. 155 - BROOKLYN,K,23,ENY LIBRARY UPGRADE,198000,CIP,K155,1355 HERKIMER STREET,Brooklyn,11233,BROOKLYN ,40.677415,-73.908734,16,37,369,3042263,3015520043,Ocean Hill                                                                 ,"(40.677415, -73.908734)",11/13/2017
P.S. 158 - BROOKLYN,K,19,ENY AUDITORIUM UPGRADE,227786,CIP,K158,400 ASHFORD STREET,Brooklyn,11207,BROOKLYN ,40.672579,-73.884803,5,37,1150,3089176,3040150001,East New York                                                              ,"(40.672579, -73.884803)",11/13/2017
P.S. 160 - BROOKLYN,K,20,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,5700400,CIP,K160,5105 FORT HAMILTON PARKWAY,Brooklyn,11219,BROOKLYN ,40.637322,-73.999215,12,44,220,3138276,3056530021,Borough Park                                                               ,"(40.637322, -73.999215)",11/13/2017
P.S. 161 - BROOKLYN,K,17,FLOOD ELIMINATION,2198000,CIP,K161,330 CROWN STREET,Brooklyn,11225,BROOKLYN ,40.666181,-73.949013,9,35,319,3034181,3012970026,Crown Heights South                                                        ,"(40.666181, -73.949013)",11/13/2017
P.S. 164 - BROOKLYN,K,20,EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS,6597000,CIP,K164,4211 14TH AVENUE,Brooklyn,11219,BROOKLYN ,40.637486,-73.985955,12,44,232,3135976,3056000001,Borough Park                                                               ,"(40.637486, -73.985955)",11/13/2017
P.S. 167 - BROOKLYN,K,17,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,10104000,CIP,K167,1025 EASTERN PARKWAY,Brooklyn,11213,BROOKLYN ,40.669001,-73.934635,8,35,353,3037303,3013890035,Crown Heights North                                                        ,"(40.669001, -73.934635)",11/13/2017
P.S. 170 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY,2449037,CIP,K170,619 72ND STREET,Brooklyn,11209,BROOKLYN ,40.630031,-74.018878,10,43,134,3146921,3058990001,Bay Ridge                                                                  ,"(40.630031, -74.018878)",11/13/2017
I.S. 171 - BROOKLYN,K,19,WINDOWS/FLOOD ELMNTN/ROOFS/FIRE ALARM/HVAC VTLTN,13290000,CIP,K171,528 RIDGEWOOD AVENUE,Brooklyn,11208,BROOKLYN ,40.68618,-73.869625,5,37,1184,3092456,3041340020,Cypress Hills-City Line                                                    ,"(40.68618, -73.869625)",11/13/2017
K077 SPED - BROOKLYN,K,23,ROOFS/FLOOD/PARAPETS/EXT MASONRY/WINDOWS/LEAD SVC,6927000,CIP,K178,2163 DEAN STREET,Brooklyn,11233,BROOKLYN ,40.675024,-73.915778,16,41,303,3038718,3014400056,Ocean Hill                                                                 ,"(40.675024, -73.915778)",11/13/2017
P.S. 188 - BROOKLYN,K,21,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,13757000,CIP,K188,3314 NEPTUNE AVENUE,Brooklyn,11224,BROOKLYN ,40.577217,-74.000194,13,47,328,3188726,3070060001,Seagate-Coney Island                                                       ,"(40.577217, -74.000194)",11/13/2017
P.S. 191 - BROOKLYN,K,17,EXTERIOR MASONRY/PARAPETS/ROOFS,3497000,CIP,K191,1600 PARK PLACE,Brooklyn,11233,BROOKLYN ,40.672005,-73.924329,8,41,359,3036635,3013750012,Crown Heights North                                                        ,"(40.672005, -73.924329)",11/13/2017
P.S. 192 - BROOKLYN,K,20,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,5387000,CIP,K192,4715 18 AVENUE,Brooklyn,11204,BROOKLYN ,40.629303,-73.979995,12,44,476,3128909,3054450001,Borough Park                                                               ,"(40.629303, -73.979995)",11/13/2017
I.S. 201 - BROOKLYN,K,20,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,20782700,CIP,K201,8010 12 AVENUE,Brooklyn,11228,BROOKLYN ,40.618676,-74.012722,10,43,166,3162973,3062780022,Dyker Heights                                                              ,"(40.618676, -74.012722)",11/13/2017
P.S. 208 - BROOKLYN,K,18,CRACKED MASONRY/FLOOD/WINDOWS/ROOFS,2951643,CIP,K208,4801 AVENUE D,Brooklyn,11203,BROOKLYN ,40.642031,-73.931151,17,45,840,3105680,3047690025,East Flatbush-Farragut                                                     ,"(40.642031, -73.931151)",11/13/2017
I.S. 394 - BROOKLYN,K,17,WATER PENETRATION,884000,CIP,K210,188 ROCHESTER AVENUE,Brooklyn,11213,BROOKLYN ,40.672762,-73.927973,8,36,347,3036289,3013670022,Crown Heights North                                                        ,"(40.672762, -73.927973)",11/13/2017
P.S. 212 - BROOKLYN,K,21,DEFECTIVE STAIR LANDING,319995,CIP,K212,87 BAY 49 STREET,Brooklyn,11214,BROOKLYN ,40.587616,-73.985948,13,47,314,3187407,3069170001,Gravesend                                                                  ,"(40.587616, -73.985948)",11/13/2017
P.S. 212 - BROOKLYN,K,21,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,12527000,CIP,K212,87 BAY 49 STREET,Brooklyn,11214,BROOKLYN ,40.587616,-73.985948,13,47,314,3187407,3069170001,Gravesend                                                                  ,"(40.587616, -73.985948)",11/13/2017
P.S. 214 - BROOKLYN,K,19,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,2931500,CIP,K214,2944 PITKIN AVENUE,Brooklyn,11208,BROOKLYN ,40.676513,-73.863151,5,37,1202,3095254,3042430001,Cypress Hills-City Line                                                    ,"(40.676513, -73.863151)",11/13/2017
P.S. 217 - BROOKLYN,K,22,EXT MASONRY/FLOOD/WINDOWS/PARAPETS,10807450,CIP,K217,1100 NEWKIRK AVENUE,Brooklyn,11230,BROOKLYN ,40.63398,-73.966558,14,40,526,3121072,3052320001,Flatbush                                                                   ,"(40.63398, -73.966558)",11/13/2017
I.S. 218 - BROOKLYN,K,19,WATER PENETRATION/EXT MASONRY,2606000,CIP,K218,370 FOUNTAIN AVENUE,Brooklyn,11208,BROOKLYN ,40.670724,-73.874208,5,42,1118,3095977,3042780001,East New York                                                              ,"(40.670724, -73.874208)",11/13/2017
P.S. 219 - BROOKLYN,K,18,WATER INFILTRATION/ROOFS/EXT MASONRY/PARAPETS,18388000,CIP,K219,1060 CLARKSON AVENUE,Brooklyn,11212,BROOKLYN ,40.659288,-73.922919,17,41,886,3101168,3046480001,Rugby-Remsen Village                                                       ,"(40.659288, -73.922919)",11/13/2017
URBN ASSY SCHL CRIM JUSTICE -,K,20,SCIENCE LAB UPGRADE,1218000,CIP,K223,4200 16 AVENUE,Brooklyn,11204,BROOKLYN ,40.634875,-73.981528,12,44,230,3125676,3053620021,Borough Park                                                               ,"(40.634875, -73.981528)",11/13/2017
P.S. 225 - BROOKLYN,K,21,FLOOD ELMNTN/ROOFS/EXTERIOR MASONRY/PARAPETS,8677000,CIP,K225,1075 OCEAN VIEW AVENUE,Brooklyn,11235,BROOKLYN ,40.579737,-73.956329,13,48,61004,3245498,3087120056,Brighton Beach                                                             ,"(40.579737, -73.956329)",11/13/2017
P.S. 233 - BROOKLYN,K,18,MASONRY/CORRODED BEAMS/ROOFS/PARAPETS,6285000,CIP,K233,9301 AVENUE B,Brooklyn,11236,BROOKLYN ,40.651022,-73.91402,17,42,930,3104990,3047530001,Rugby-Remsen Village                                                       ,"(40.651022, -73.91402)",11/13/2017
P.S. 235 - BROOKLYN,K,18,TCU REMOVAL AND PLAYGROUND,2000000,CIP,K235,525 LENOX ROAD,Brooklyn,11203,BROOKLYN ,40.654704,-73.941089,17,41,814,3107846,3048440001,East Flatbush-Farragut                                                     ,"(40.654704, -73.941089)",11/13/2017
P.S. 236 - BROOKLYN,K,22,FY17 RESO A AUDITORIUM UPGRADE,186000,CIP,K236,6302 AVENUE U,Brooklyn,11234,BROOKLYN ,40.615998,-73.912989,18,46,698,3326821,3084640001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,"(40.615998, -73.912989)",11/13/2017
P.S. 238 - BROOKLYN,K,21,EXTERIOR MASONRY/PARAPETS,6960000,CIP,K238,1633 EAST 8 STREET,Brooklyn,11223,BROOKLYN ,40.608862,-73.965058,15,44,420,3176229,3066400013,Homecrest                                                                  ,"(40.608862, -73.965058)",11/13/2017
P.S. 249 - BROOKLYN,K,17,LOW VOLT/PLANYC CLIMATE CTRL/PLANYC BOILER CONV,7867000,CIP,K249,18 MARLBOROUGH ROAD,Brooklyn,11226,BROOKLYN ,40.64971,-73.966046,14,40,506,3116438,3050750001,Flatbush                                                                   ,"(40.64971, -73.966046)",11/13/2017
MIDDLE SCHOOL FOR ART & PHILOS,K,18,PLANYC BOILER CONVERSION/CLIMATE CONTROL,7375000,CIP,K252,1084 LENOX ROAD,Brooklyn,11212,BROOKLYN ,40.658295,-73.920109,17,41,886,3101840,3046690037,Rugby-Remsen Village                                                       ,"(40.658295, -73.920109)",11/13/2017
P.S. 255 - BROOKLYN,K,22,FY15 RESO A PLAYGROUND REDEVELOPMENT,312987,CIP,K255,1866 EAST 17 STREET,Brooklyn,11229,BROOKLYN ,40.604349,-73.955528,15,48,558,3184034,3068210123,Madison                                                                    ,"(40.604349, -73.955528)",11/13/2017
K140 SPED - BROOKLYN,K,13,PUBLIC ADDRESS SYSTEM,868000,CIP,K258,141 MACON STREET,Brooklyn,11216,BROOKLYN ,40.681572,-73.945446,3,36,269,3053075,3018450001,Bedford                                                                    ,"(40.681572, -73.945446)",11/13/2017
I.S. 259 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,10786000,CIP,K259,7305 FT HAMILTON PKWY,Brooklyn,11228,BROOKLYN ,40.62668,-74.01512,10,43,206,3148031,3059230001,Dyker Heights                                                              ,"(40.62668, -74.01512)",11/13/2017
I.S. 259 - BROOKLYN,K,20,PLANYC BOILER CONVERSION/CLIMATE CTRL,6758000,CIP,K259,7305 FT HAMILTON PKWY,Brooklyn,11228,BROOKLYN ,40.62668,-74.01512,10,43,206,3148031,3059230001,Dyker Heights                                                              ,"(40.62668, -74.01512)",11/13/2017
I.S. 265 - BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5359400,CIP,K265,101 PARK AVENUE,Brooklyn,11205,BROOKLYN ,40.696324,-73.97578,2,35,211,3057942,3020280001,Fort Greene                                                                ,"(40.696324, -73.97578)",11/13/2017
P.S. 279 - BROOKLYN,K,18,SANDY:INTERIOR/HEAT/ELEC/FLOOD/ELEVATOR/HVAC/FA,21599000,CIP,K279,1070 EAST 104 STREET,Brooklyn,11236,BROOKLYN ,40.644203,-73.892264,18,46,986,3326733,3082300001,Canarsie                                                                   ,"(40.644203, -73.892264)",11/13/2017
P.S. 290 - BROOKLYN,K,19,ROOFS/WINDOWS/PARAPETS,2880000,CIP,K290,135 SCHENCK AVENUE,Brooklyn,11207,BROOKLYN ,40.67789,-73.889758,5,37,1198,3087821,3039490018,East New York                                                              ,"(40.67789, -73.889758)",11/13/2017
I.S. 291 - BROOKLYN,K,32,RENEWAL SBHC,2016400,CIP,K291,231 PALMETTO STREET,Brooklyn,11221,BROOKLYN ,40.695362,-73.915142,4,37,433,3076460,3033430001,Bushwick North                                                             ,"(40.695362, -73.915142)",11/13/2017
I.S. 363 - BROOKLYN,K,23,ENY AUDITORIUM UPGRADE,447349,CIP,K298,85 WATKINS STREET,Brooklyn,11212,BROOKLYN ,40.670986,-73.908194,16,37,906,3080768,3035070007,Brownsville                                                                ,"(40.670986, -73.908194)",11/13/2017
P.S. 298 - BROOKLYN,K,23,ENY PLAYGROUND UPGRADE,337600,CIP,K298,85 WATKINS STREET,Brooklyn,11212,BROOKLYN ,40.670986,-73.908194,16,37,906,3080768,3035070007,Brownsville                                                                ,"(40.670986, -73.908194)",11/13/2017
LIBERTY AVENUE MIDDLE SCHOOL,K,19,ENY SCIENCE LAB UPGRADES,347000,CIP,K302,350 LINWOOD STREET,Brooklyn,11208,BROOKLYN ,40.677104,-73.883433,5,37,1170,3088357,3039690001,East New York                                                              ,"(40.677104, -73.883433)",11/13/2017
LIBERTY AVENUE MIDDLE SCHOOL,K,19,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,707000,CIP,K302,350 LINWOOD STREET,Brooklyn,11208,BROOKLYN ,40.677104,-73.883433,5,37,1170,3088357,3039690001,East New York                                                              ,"(40.677104, -73.883433)",11/13/2017
R. CARSON SCL OF COASTAL ST-K,K,21,FY16 RESO A SCIENCE LAB UPGRADE,210000,CIP,K303,501 WEST AVENUE,Brooklyn,11224,BROOKLYN ,40.5825,-73.973122,13,47,354,3196292,3072500025,West Brighton                                                              ,"(40.5825, -73.973122)",11/13/2017
YOUNG SCHOLAR'S ACADEMY - BROO,K,16,STRUCTURAL DEFECTS/EXT MASONRY,3777000,CIP,K304,280 HART STREET,Brooklyn,11206,BROOKLYN ,40.694086,-73.940744,3,36,281,3049420,3017730014,Stuyvesant Heights                                                         ,"(40.694086, -73.940744)",11/13/2017
P.S. 307 - BROOKLYN,K,13,FY17 RESO A LIBRARY UPGRADES,234000,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN ,40.701343,-73.982314,2,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.701343, -73.982314)",11/13/2017
P.S. 307 - BROOKLYN,K,13,RENOVATION OF CLASSROOM 332,255965,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN ,40.701343,-73.982314,2,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.701343, -73.982314)",11/13/2017
P.S. 312 - BROOKLYN,K,22,WATER PENETRATION,774786,CIP,K312,7103 AVENUE T,Brooklyn,11234,BROOKLYN ,40.621413,-73.908987,18,46,69602,3236665,3083930001,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,"(40.621413, -73.908987)",11/13/2017
P.S. 503 - BROOKLYN,K,20,EXTERIOR MASONRY/PARAPETS/ROOFS,4970000,CIP,K314,330 59 STREET,Brooklyn,11220,BROOKLYN ,40.642121,-74.018997,7,38,74,3016258,3008620012,Sunset Park West                                                           ,"(40.642121, -74.018997)",11/13/2017
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225,BROOKLYN ,40.665035,-73.959031,9,35,325,3034356,3013010001,Crown Heights South                                                        ,"(40.665035, -73.959031)",11/13/2017
P.S. 321 - BROOKLYN,K,15,FULL PROGRAM ACCESSIBILITY/FIRE ALARM,5581000,CIP,K321,180 7TH AVENUE,Brooklyn,11215,BROOKLYN ,40.67146,-73.977783,6,39,155,3337516,3009710028,Park Slope-Gowanus                                                         ,"(40.67146, -73.977783)",11/13/2017
